sample_index,phase,actual_label,prediction,raw_attack_probability,calibrated_attack_probability,confidence,drift_detected,routing_decision
3290,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3291,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3292,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3293,KNOWN,BENIGN,BENIGN,0.02593997729299521,0.3333333333333333,0.6666666666666667,False,RAG
3294,KNOWN,MIRAI-GREIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3295,KNOWN,RECON-OSSCAN,BENIGN,0.4854096435278196,0.9521276595744681,0.9521276595744681,False,LOCAL
3296,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3297,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3298,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3299,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3300,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3301,KNOWN,DOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3302,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3303,KNOWN,DOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3304,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3305,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3306,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3307,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3308,KNOWN,DDOS-ACK_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3309,KNOWN,MIRAI-UDPPLAIN,ATTACK,1.0,1.0,1.0,False,LOCAL
3310,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3311,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3312,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3313,KNOWN,MITM-ARPSPOOFING,BENIGN,0.03453898836862977,0.3888888888888889,0.6111111111111112,False,RAG
3314,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3315,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3316,KNOWN,BENIGN,BENIGN,0.005228822052306242,0.06788079470198675,0.9321192052980133,False,LOCAL
3317,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3318,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3319,KNOWN,DDOS-ACK_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3320,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3321,KNOWN,MITM-ARPSPOOFING,BENIGN,0.39021042174127496,0.8586956521739131,0.8586956521739131,False,LOCAL
3322,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3323,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3324,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3325,KNOWN,MIRAI-UDPPLAIN,ATTACK,1.0,1.0,1.0,False,LOCAL
3326,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3327,KNOWN,MITM-ARPSPOOFING,ATTACK,0.9506307958445579,1.0,1.0,False,LOCAL
3328,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3329,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3330,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3331,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3332,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3333,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3334,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3335,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3336,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3337,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3338,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3339,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3340,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3341,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3342,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3343,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3344,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3345,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3346,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3347,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3348,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3349,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3350,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3351,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3352,KNOWN,DDOS-ICMP_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3353,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3354,KNOWN,MIRAI-GREIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3355,KNOWN,MIRAI-GREETH_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3356,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3357,KNOWN,MIRAI-UDPPLAIN,ATTACK,1.0,1.0,1.0,False,LOCAL
3358,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3359,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3360,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3361,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3362,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3363,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3364,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3365,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3366,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3367,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3368,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3369,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3370,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3371,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3372,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3373,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3374,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3375,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3376,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3377,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3378,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3379,KNOWN,MIRAI-GREETH_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3380,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3381,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3382,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3383,KNOWN,MIRAI-GREIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3384,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3385,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3386,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3387,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3388,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3389,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3390,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3391,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3392,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3393,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3394,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3395,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3396,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3397,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3398,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3399,KNOWN,BENIGN,BENIGN,0.005072749613049325,0.06788079470198675,0.9321192052980133,False,LOCAL
3400,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3401,KNOWN,DOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3402,KNOWN,BENIGN,BENIGN,0.005212338642564299,0.06788079470198675,0.9321192052980133,False,LOCAL
3403,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3404,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3405,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3406,KNOWN,BENIGN,BENIGN,0.02759542314712818,0.34513274336283184,0.6548672566371682,False,RAG
3407,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3408,KNOWN,BENIGN,BENIGN,0.005114791851982025,0.06788079470198675,0.9321192052980133,False,LOCAL
3409,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3410,KNOWN,MIRAI-GREETH_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3411,KNOWN,BENIGN,BENIGN,0.009996819664450705,0.12846347607052896,0.871536523929471,False,LOCAL
3412,KNOWN,DOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3413,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3414,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3415,KNOWN,MIRAI-GREETH_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3416,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3417,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3418,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3419,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3420,KNOWN,MITM-ARPSPOOFING,BENIGN,0.2763582542625471,0.7777777777777778,0.7777777777777778,False,LOCAL
3421,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3422,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3423,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3424,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3425,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3426,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3427,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3428,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3429,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3430,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3431,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3432,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3433,KNOWN,DOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3434,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3435,KNOWN,DDOS-ICMP_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3436,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3437,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3438,KNOWN,MIRAI-GREETH_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3439,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3440,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3441,KNOWN,MIRAI-GREETH_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3442,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3443,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3444,KNOWN,BENIGN,BENIGN,0.006533469348594853,0.0785276073619632,0.9214723926380368,False,LOCAL
3445,KNOWN,DDOS-ACK_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3446,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3447,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3448,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3449,KNOWN,BENIGN,BENIGN,0.01878849942074844,0.2607260726072607,0.7392739273927393,False,LOCAL
3450,KNOWN,MITM-ARPSPOOFING,BENIGN,0.020960304209436353,0.32321428571428573,0.6767857142857143,False,RAG
3451,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3452,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3453,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3454,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3455,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3456,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3457,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3458,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3459,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3460,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3461,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3462,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3463,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3464,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3465,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3466,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3467,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3468,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3469,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3470,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3471,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3472,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3473,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3474,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3475,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3476,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3477,KNOWN,DDOS-UDP_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3478,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3479,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3480,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3481,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3482,KNOWN,MIRAI-GREIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3483,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3484,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3485,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3486,KNOWN,DDOS-ICMP_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3487,KNOWN,DDOS-ICMP_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3488,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3489,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3490,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3491,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3492,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3493,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3494,KNOWN,BENIGN,BENIGN,0.0009245314550105342,0.0,1.0,False,LOCAL
3495,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3496,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3497,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3498,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3499,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3500,KNOWN,MIRAI-GREETH_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3501,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3502,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3503,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3504,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3505,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3506,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3507,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3508,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3509,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3510,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3511,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3512,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3513,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3514,KNOWN,BENIGN,BENIGN,0.01136099934779127,0.15714285714285714,0.8428571428571429,False,LOCAL
3515,KNOWN,MIRAI-UDPPLAIN,ATTACK,1.0,1.0,1.0,False,LOCAL
3516,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3517,KNOWN,DDOS-ACK_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3518,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3519,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3520,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3521,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3522,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3523,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3524,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3525,KNOWN,RECON-PORTSCAN,BENIGN,0.024327914497669408,0.32321428571428573,0.6767857142857143,False,RAG
3526,KNOWN,MITM-ARPSPOOFING,ATTACK,0.9374499124068661,0.9962406015037594,0.9962406015037594,False,LOCAL
3527,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3528,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3529,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3530,KNOWN,RECON-PORTSCAN,ATTACK,0.5430313805522762,0.9586776859504132,0.9586776859504132,False,LOCAL
3531,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3532,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3533,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3534,KNOWN,MIRAI-GREIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3535,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3536,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3537,KNOWN,BENIGN,BENIGN,0.003997624886216189,0.05714285714285714,0.9428571428571428,False,LOCAL
3538,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3539,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3540,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3541,KNOWN,DDOS-PSHACK_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3542,KNOWN,BENIGN,BENIGN,0.003374883597363828,0.04019607843137255,0.9598039215686275,False,LOCAL
3543,KNOWN,DOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3544,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3545,KNOWN,DDOS-ACK_FRAGMENTATION,ATTACK,1.0,1.0,1.0,False,LOCAL
3546,KNOWN,BENIGN,BENIGN,0.010274844016225406,0.12846347607052896,0.871536523929471,False,LOCAL
3547,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3548,KNOWN,DDOS-ICMP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3549,KNOWN,MITM-ARPSPOOFING,ATTACK,0.827169762485727,0.9910714285714286,0.9910714285714286,False,LOCAL
3550,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3551,KNOWN,DDOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3552,KNOWN,DDOS-RSTFINFLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3553,KNOWN,DDOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3554,KNOWN,DDOS-SYNONYMOUSIP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3555,KNOWN,DOS-UDP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3556,KNOWN,DDOS-TCP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
3557,KNOWN,MITM-ARPSPOOFING,BENIGN,0.16252369589909743,0.6754966887417219,0.6754966887417219,False,RAG
3558,KNOWN,DOS-SYN_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
