sample_index,actual_label,prediction,confidence,routing_reason,retrieved_evidence_ids,hit_at_1,hit_at_4,first_relevant_rank,reciprocal_rank,relevant_items_retrieved,retrieved_items,precision_at_4,recall_at_4
12617,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12620,DNS_SPOOFING,BENIGN,0.6521739130434783,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,0,0,0.0,0,4,0.0,0.0
12626,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12629,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12631,VULNERABILITYSCAN,BENIGN,0.625,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12633,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12634,DNS_SPOOFING,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12635,VULNERABILITYSCAN,BENIGN,0.625,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12637,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12640,DNS_SPOOFING,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,0,0,0.0,0,4,0.0,0.0
12641,VULNERABILITYSCAN,BENIGN,0.6666666666666667,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12647,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12650,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12653,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12655,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12657,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12659,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12662,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12667,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12668,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12669,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12670,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12672,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12673,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12674,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12675,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12680,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12681,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12682,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12683,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12684,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12686,DNS_SPOOFING,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12689,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12693,DNS_SPOOFING,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,0,0,0.0,0,4,0.0,0.0
12694,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12695,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12698,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12699,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12704,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12706,DNS_SPOOFING,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12707,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12708,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12711,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12712,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12713,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12717,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12718,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12721,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12722,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12723,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12724,DNS_SPOOFING,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,0,0,0.0,0,4,0.0,0.0
12727,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12729,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12730,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12734,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12740,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12743,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12746,DNS_SPOOFING,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12748,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12753,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12756,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12757,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12759,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12761,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12763,VULNERABILITYSCAN,BENIGN,0.6291360578989004,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12764,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12765,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12767,VULNERABILITYSCAN,BENIGN,0.6282051282051282,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12770,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12775,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12776,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12777,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12780,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12781,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12782,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12786,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12787,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12792,VULNERABILITYSCAN,BENIGN,0.6282051282051282,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12796,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12799,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12800,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12801,DNS_SPOOFING,BENIGN,0.625,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,0,0,0.0,0,4,0.0,0.0
12808,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12810,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12811,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12814,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12815,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12820,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12823,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12824,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12827,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12830,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12831,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12835,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12839,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12840,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12842,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12844,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12845,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12848,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12849,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12850,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12860,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12861,DNS_SPOOFING,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,0,0,0.0,0,4,0.0,0.0
12863,VULNERABILITYSCAN,BENIGN,0.6282051282051282,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12866,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12872,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12875,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12876,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12877,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12880,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12881,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12882,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12886,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12888,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12889,VULNERABILITYSCAN,BENIGN,0.6282051282051282,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12890,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12896,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12900,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12902,VULNERABILITYSCAN,BENIGN,0.5289501625888958,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12904,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12908,VULNERABILITYSCAN,BENIGN,0.6282051282051282,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12909,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12912,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12918,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12920,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12921,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12922,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12923,VULNERABILITYSCAN,BENIGN,0.625,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12924,VULNERABILITYSCAN,BENIGN,0.625,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12928,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12930,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12932,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12933,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
12934,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
12938,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
